stop_date,stop_time,driver_gender,driver_age,driver_race,violation,search_conducted,stop_outcome,is_arrested,drugs_related_stop,year
2011-08-10,2023-09-14 09:26:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-08-15,2023-09-14 15:53:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-08-15,2023-09-14 16:55:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-08-17,2023-09-14 08:24:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-08-17,2023-09-14 19:06:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-08-25,2023-09-14 21:50:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-09-09,2023-09-14 07:14:00,F,57,White,Speeding,False,Warning,False,False,2011
2011-09-10,2023-09-14 08:30:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-09-10,2023-09-14 09:57:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-09-12,2023-09-14 10:52:00,M,57,White,Speeding,False,Warning,False,False,2011
2011-09-18,2023-09-14 16:10:00,M,57,Black,Speeding,False,Citation,False,False,2011
2011-09-25,2023-09-14 22:50:00,F,57,Black,Speeding,False,Citation,False,False,2011
2011-10-02,2023-09-14 10:33:00,F,57,White,Speeding,False,Citation,False,False,2011
2011-10-02,2023-09-14 11:17:00,F,57,White,Speeding,False,Citation,False,False,2011
2011-10-12,2023-09-14 22:52:00,F,57,White,Speeding,False,Citation,False,False,2011
2011-10-17,2023-09-14 12:00:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-10-28,2023-09-14 23:55:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-11-20,2023-09-14 10:50:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-11-24,2023-09-14 20:32:00,M,57,White,Speeding,False,Citation,False,False,2011
2011-12-12,2023-09-14 09:12:00,M,57,White,Speeding,False,Warning,False,False,2011
2012-01-02,2023-09-14 08:58:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-01-07,2023-09-14 08:48:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-01-10,2023-09-14 01:40:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-01-16,2023-09-14 13:46:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-01-29,2023-09-14 19:19:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-02-21,2023-09-14 07:26:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-02-23,2023-09-14 00:14:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-02-28,2023-09-14 06:56:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-02-29,2023-09-14 08:09:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-03-18,2023-09-14 11:03:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-03-21,2023-09-14 14:14:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-03-23,2023-09-14 16:00:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-03-31,2023-09-14 11:20:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-04-14,2023-09-14 10:41:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-04-19,2023-09-14 15:22:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-04-21,2023-09-14 19:45:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-05-11,2023-09-14 06:38:00,F,57,White,Speeding,False,Warning,False,False,2012
2012-05-22,2023-09-14 09:29:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-05-22,2023-09-14 18:19:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-05-24,2023-09-14 11:41:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-05-26,2023-09-14 09:30:00,M,57,Black,Speeding,False,Citation,False,False,2012
2012-05-27,2023-09-14 08:37:00,M,57,White,Speeding,False,Warning,False,False,2012
2012-05-28,2023-09-14 01:12:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-05-28,2023-09-14 01:26:00,M,57,Black,Speeding,False,Citation,False,False,2012
2012-06-04,2023-09-14 17:32:00,M,57,Other,Speeding,False,Citation,False,False,2012
2012-06-18,2023-09-14 08:40:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-06-22,2023-09-14 23:57:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-06-26,2023-09-14 16:33:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-06-28,2023-09-14 00:55:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-06-29,2023-09-14 13:53:00,F,57,Black,Speeding,False,Warning,False,False,2012
2012-06-29,2023-09-14 22:21:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-07-07,2023-09-14 18:26:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-07-09,2023-09-14 06:10:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-07-19,2023-09-14 17:39:00,M,57,White,Speeding,False,Warning,False,False,2012
2012-07-20,2023-09-14 06:26:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-07-25,2023-09-14 15:59:00,F,57,Black,Speeding,False,Citation,False,False,2012
2012-08-02,2023-09-14 08:38:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-08-04,2023-09-14 14:39:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-08-13,2023-09-14 20:36:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-08-16,2023-09-14 00:21:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-08-19,2023-09-14 14:42:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-08-26,2023-09-14 02:58:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-09-07,2023-09-14 08:23:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-09-12,2023-09-14 23:40:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-10-01,2023-09-14 02:28:00,M,57,Hispanic,Speeding,False,Citation,False,False,2012
2012-10-01,2023-09-14 02:58:00,M,57,Black,Speeding,False,Citation,False,False,2012
2012-10-12,2023-09-14 14:07:00,F,57,Black,Speeding,False,Citation,False,False,2012
2012-10-14,2023-09-14 13:39:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-10-15,2023-09-14 06:54:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-10-23,2023-09-14 19:12:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-10-28,2023-09-14 13:45:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-11-18,2023-09-14 18:22:00,M,57,White,Speeding,False,Warning,False,False,2012
2012-11-25,2023-09-14 14:55:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-11-26,2023-09-14 01:17:00,F,57,White,Speeding,False,Citation,False,False,2012
2012-11-29,2023-09-14 09:09:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-12-07,2023-09-14 00:44:00,M,57,White,Speeding,False,Citation,False,False,2012
2012-12-29,2023-09-14 10:22:00,F,57,Asian,Speeding,False,Citation,False,False,2012
2013-01-24,2023-09-14 06:45:00,M,57,Hispanic,Speeding,False,Citation,False,False,2013
2013-02-03,2023-09-14 08:37:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-02-15,2023-09-14 20:09:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-03-08,2023-09-14 16:23:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-03-14,2023-09-14 09:36:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-03-20,2023-09-14 09:07:00,M,57,Other,Speeding,False,Citation,False,False,2013
2013-03-22,2023-09-14 10:59:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-03-24,2023-09-14 12:46:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-04-08,2023-09-14 14:53:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-04-10,2023-09-14 17:17:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-04-11,2023-09-14 22:41:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-04-21,2023-09-14 09:12:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-05-01,2023-09-14 13:56:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-05-01,2023-09-14 19:45:00,M,57,Black,Speeding,False,Citation,False,False,2013
2013-05-09,2023-09-14 13:09:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-05-12,2023-09-14 09:34:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-05-12,2023-09-14 23:27:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-05-14,2023-09-14 07:55:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-05-18,2023-09-14 15:04:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-05-21,2023-09-14 11:42:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-05-29,2023-09-14 07:45:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-05-29,2023-09-14 14:09:00,M,57,Hispanic,Speeding,False,Citation,False,False,2013
2013-05-30,2023-09-14 23:22:00,M,57,Black,Speeding,False,Citation,False,False,2013
2013-06-17,2023-09-14 09:36:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-06-21,2023-09-14 00:01:00,M,57,Black,Speeding,False,Citation,False,False,2013
2013-06-23,2023-09-14 10:04:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-06-25,2023-09-14 11:24:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-07-02,2023-09-14 11:33:00,F,57,White,Speeding,False,Warning,False,False,2013
2013-07-07,2023-09-14 11:09:00,M,57,Black,Speeding,False,Citation,False,False,2013
2013-07-15,2023-09-14 07:43:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-07-23,2023-09-14 16:25:00,M,57,White,Speeding,False,Warning,False,False,2013
2013-07-31,2023-09-14 09:04:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-08-30,2023-09-14 18:18:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-09-07,2023-09-14 02:08:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-10-18,2023-09-14 06:11:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-10-24,2023-09-14 22:38:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-10-30,2023-09-14 01:05:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-11-02,2023-09-14 08:59:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-11-17,2023-09-14 16:27:00,M,57,White,Speeding,False,Citation,False,False,2013
2013-11-22,2023-09-14 09:06:00,F,57,White,Speeding,False,Citation,False,False,2013
2013-11-24,2023-09-14 09:21:00,M,57,Black,Speeding,False,Citation,False,False,2013
2013-12-21,2023-09-14 08:32:00,F,57,White,Speeding,False,Citation,False,False,2013
2014-01-04,2023-09-14 13:15:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-01-17,2023-09-14 08:32:00,M,57,White,Speeding,False,Warning,False,False,2014
2014-01-17,2023-09-14 11:21:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-01-20,2023-09-14 03:06:00,M,57,White,Speeding,False,Warning,False,False,2014
2014-01-25,2023-09-14 16:07:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-02-02,2023-09-14 16:16:00,F,57,Hispanic,Speeding,False,Citation,False,False,2014
2014-02-04,2023-09-14 16:35:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-02-06,2023-09-14 15:37:00,M,57,Hispanic,Speeding,False,Warning,False,False,2014
2014-02-28,2023-09-14 16:09:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-03-05,2023-09-14 23:51:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-03-08,2023-09-14 08:10:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-03-09,2023-09-14 19:32:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-03-14,2023-09-14 07:36:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-03-15,2023-09-14 16:46:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-03-19,2023-09-14 20:32:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-03-20,2023-09-14 09:21:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-03-23,2023-09-14 08:42:00,M,57,Hispanic,Speeding,False,Citation,False,False,2014
2014-03-27,2023-09-14 16:16:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-04-11,2023-09-14 10:09:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-04-24,2023-09-14 17:19:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-04-26,2023-09-14 17:59:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-04-29,2023-09-14 11:20:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-04-29,2023-09-14 13:07:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-05-18,2023-09-14 10:09:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-05-21,2023-09-14 16:47:00,M,57,Black,Speeding,False,Warning,False,False,2014
2014-05-24,2023-09-14 13:35:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-06-01,2023-09-14 15:34:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-06-19,2023-09-14 00:32:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-06-26,2023-09-14 18:25:00,M,57,Black,Speeding,False,Citation,False,False,2014
2014-07-07,2023-09-14 08:18:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-07-11,2023-09-14 06:20:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-07-13,2023-09-14 20:03:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-07-15,2023-09-14 00:47:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-08-07,2023-09-14 17:58:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-08-28,2023-09-14 09:33:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-08-31,2023-09-14 10:31:00,M,57,Asian,Speeding,False,Citation,False,False,2014
2014-08-31,2023-09-14 13:09:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-09-01,2023-09-14 06:49:00,F,57,White,Speeding,False,Warning,False,False,2014
2014-09-07,2023-09-14 12:58:00,M,57,Black,Speeding,False,Citation,False,False,2014
2014-09-15,2023-09-14 10:04:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-09-16,2023-09-14 06:30:00,M,57,Hispanic,Speeding,False,Citation,False,False,2014
2014-09-20,2023-09-14 11:20:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-09-20,2023-09-14 14:42:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-10-04,2023-09-14 09:53:00,F,57,White,Speeding,False,Citation,False,False,2014
2014-10-14,2023-09-14 13:35:00,M,57,Black,Speeding,True,Citation,False,False,2014
2014-10-17,2023-09-14 17:25:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-10-26,2023-09-14 12:02:00,M,57,White,Speeding,False,Warning,False,False,2014
2014-10-31,2023-09-14 09:17:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-11-07,2023-09-14 01:39:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-11-11,2023-09-14 21:00:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-11-29,2023-09-14 06:45:00,M,57,White,Speeding,False,Warning,False,False,2014
2014-12-15,2023-09-14 02:13:00,M,57,White,Speeding,False,Warning,False,False,2014
2014-12-18,2023-09-14 01:55:00,M,57,White,Speeding,False,Citation,False,False,2014
2014-12-21,2023-09-14 10:04:00,M,57,White,Speeding,False,Citation,False,False,2014
2015-01-09,2023-09-14 00:06:00,F,57,Hispanic,Speeding,False,Citation,False,False,2015
2015-01-23,2023-09-14 15:00:00,F,57,White,Speeding,False,Citation,False,False,2015
2015-02-03,2023-09-14 15:17:00,F,57,White,Speeding,False,Citation,False,False,2015
2015-02-11,2023-09-14 15:32:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-02-14,2023-09-14 08:46:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-02-28,2023-09-14 15:06:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-03-03,2023-09-14 07:41:00,F,57,White,Speeding,False,Citation,False,False,2015
2015-04-03,2023-09-14 06:16:00,M,57,Black,Speeding,False,Citation,False,False,2015
2015-04-04,2023-09-14 10:36:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-04-09,2023-09-14 08:22:00,F,57,White,Speeding,False,Citation,False,False,2015
2015-04-18,2023-09-14 08:06:00,F,57,White,Speeding,False,Citation,False,False,2015
2015-05-06,2023-09-14 08:40:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-05-22,2023-09-14 17:56:00,F,57,White,Speeding,False,Citation,False,False,2015
2015-05-25,2023-09-14 16:58:00,M,57,White,Speeding,False,Warning,False,False,2015
2015-06-03,2023-09-14 06:27:00,M,57,Black,Speeding,False,Warning,False,False,2015
2015-08-21,2023-09-14 08:54:00,F,57,White,Speeding,False,Citation,False,False,2015
2015-08-28,2023-09-14 06:21:00,M,57,White,Speeding,False,No Action,False,False,2015
2015-08-31,2023-09-14 23:44:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-09-04,2023-09-14 10:19:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-09-08,2023-09-14 17:58:00,M,57,White,Speeding,False,Warning,False,False,2015
2015-09-18,2023-09-14 22:50:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-09-21,2023-09-14 09:16:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-09-30,2023-09-14 17:18:00,M,57,White,Speeding,True,Warning,False,False,2015
2015-10-07,2023-09-14 10:40:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-10-08,2023-09-14 11:12:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-10-14,2023-09-14 20:28:00,M,57,White,Speeding,False,Warning,False,False,2015
2015-10-19,2023-09-14 21:57:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-10-23,2023-09-14 21:22:00,F,57,White,Speeding,False,Warning,False,False,2015
2015-11-01,2023-09-14 11:36:00,M,57,White,Speeding,False,Citation,False,False,2015
2015-12-21,2023-09-14 14:47:00,M,57,White,Speeding,False,Citation,False,False,2015
2005-08-18,2023-09-14 10:57:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-10-04,2023-09-14 20:20:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-10-06,2023-09-14 08:45:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-10-20,2023-09-14 01:10:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-10-23,2023-09-14 11:05:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-10-23,2023-09-14 14:30:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-10-30,2023-09-14 07:55:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-10-30,2023-09-14 08:20:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-11-01,2023-09-14 09:05:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-11-04,2023-09-14 01:30:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-11-04,2023-09-14 09:50:00,M,56,White,Speeding,True,Citation,False,False,2005
2005-11-04,2023-09-14 10:48:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-11-05,2023-09-14 09:00:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-11-05,2023-09-14 10:05:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-11-12,2023-09-14 18:00:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-11-13,2023-09-14 20:25:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-11-15,2023-09-14 20:45:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-11-19,2023-09-14 09:00:00,M,56,Black,Speeding,False,Citation,False,False,2005
2005-11-23,2023-09-14 12:15:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-12-03,2023-09-14 20:15:00,M,56,Black,Speeding,False,N/D,False,False,2005
2005-12-05,2023-09-14 08:15:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-12-06,2023-09-14 10:20:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-12-07,2023-09-14 10:25:00,M,56,Asian,Speeding,False,Citation,False,False,2005
2005-12-07,2023-09-14 12:20:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-12-11,2023-09-14 09:25:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-12-13,2023-09-14 14:55:00,M,56,White,Speeding,False,Citation,False,False,2005
2005-12-14,2023-09-14 14:25:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-12-18,2023-09-14 07:15:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-12-24,2023-09-14 06:40:00,M,56,Black,Speeding,False,Citation,False,False,2005
2005-12-30,2023-09-14 09:30:00,F,56,White,Speeding,False,Citation,False,False,2005
2005-12-31,2023-09-14 10:55:00,F,56,White,Speeding,False,N/D,False,False,2005
2006-01-02,2023-09-14 13:25:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-01-10,2023-09-14 21:40:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-01-12,2023-09-14 18:40:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-01-12,2023-09-14 21:00:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-01-12,2023-09-14 22:50:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-01-15,2023-09-14 08:50:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-01-16,2023-09-14 11:30:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-01-20,2023-09-14 13:30:00,F,56,White,Speeding,False,Warning,False,False,2006
2006-01-28,2023-09-14 08:50:00,F,56,Black,Speeding,False,Citation,False,False,2006
2006-01-28,2023-09-14 08:55:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-01-30,2023-09-14 08:33:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-01-30,2023-09-14 09:11:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-01-30,2023-09-14 16:05:00,M,56,Black,Speeding,False,Citation,False,False,2006
2006-01-31,2023-09-14 02:29:00,M,56,Asian,Speeding,False,Citation,False,False,2006
2006-02-02,2023-09-14 12:29:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-02-02,2023-09-14 18:50:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-02-05,2023-09-14 10:15:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-02-09,2023-09-14 09:38:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-02-11,2023-09-14 12:30:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-02-13,2023-09-14 11:30:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-02-16,2023-09-14 17:45:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-02-19,2023-09-14 00:25:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-02-19,2023-09-14 23:55:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-02-21,2023-09-14 20:40:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-02-23,2023-09-14 15:32:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-02-24,2023-09-14 15:35:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-02-28,2023-09-14 01:00:00,M,56,Black,Speeding,False,Citation,False,False,2006
2006-03-01,2023-09-14 15:05:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-03-05,2023-09-14 09:00:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-03-08,2023-09-14 00:15:00,M,56,Black,Speeding,False,Citation,False,False,2006
2006-03-09,2023-09-14 07:40:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-03-10,2023-09-14 12:45:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-03-20,2023-09-14 23:50:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-03-21,2023-09-14 15:15:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-03-24,2023-09-14 10:36:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-03-25,2023-09-14 17:58:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-04-03,2023-09-14 01:19:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-04-03,2023-09-14 17:35:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-04-06,2023-09-14 14:35:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-04-08,2023-09-14 20:32:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-04-11,2023-09-14 17:20:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-04-11,2023-09-14 19:50:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-04-12,2023-09-14 10:20:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-04-13,2023-09-14 07:00:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-04-13,2023-09-14 15:50:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-04-14,2023-09-14 14:05:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-04-15,2023-09-14 16:20:00,M,56,Other,Speeding,False,Citation,False,False,2006
2006-04-15,2023-09-14 20:45:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-04-21,2023-09-14 14:10:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-04-24,2023-09-14 11:00:00,M,56,Hispanic,Speeding,False,Warning,False,False,2006
2006-05-02,2023-09-14 08:20:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-05-02,2023-09-14 11:40:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-05-04,2023-09-14 11:05:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-05-06,2023-09-14 15:20:00,M,56,Black,Speeding,False,Citation,False,False,2006
2006-05-07,2023-09-14 09:20:00,M,56,Other,Speeding,False,Citation,False,False,2006
2006-05-08,2023-09-14 11:50:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-05-11,2023-09-14 10:50:00,M,56,Black,Speeding,False,Citation,False,False,2006
2006-05-15,2023-09-14 20:45:00,M,56,Hispanic,Speeding,False,Citation,False,False,2006
2006-05-21,2023-09-14 03:45:00,M,56,Asian,Speeding,False,Citation,False,False,2006
2006-05-21,2023-09-14 09:15:00,M,56,Asian,Speeding,False,Citation,False,False,2006
2006-05-25,2023-09-14 17:44:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-05-26,2023-09-14 01:37:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-05-29,2023-09-14 11:55:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-06-02,2023-09-14 00:40:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-03,2023-09-14 23:59:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-04,2023-09-14 17:00:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-06-05,2023-09-14 14:40:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-06,2023-09-14 23:35:00,M,56,Asian,Speeding,False,Citation,False,False,2006
2006-06-07,2023-09-14 15:00:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-09,2023-09-14 00:15:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-12,2023-09-14 16:35:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-14,2023-09-14 01:20:00,M,56,Hispanic,Speeding,False,Citation,False,False,2006
2006-06-14,2023-09-14 12:00:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-16,2023-09-14 09:27:00,M,56,Black,Speeding,False,Citation,False,False,2006
2006-06-16,2023-09-14 09:39:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-20,2023-09-14 06:23:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-22,2023-09-14 00:25:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-22,2023-09-14 07:40:00,M,56,White,Speeding,False,Citation,False,False,2006
2006-06-28,2023-09-14 15:20:00,F,56,White,Speeding,False,Citation,False,False,2006
2006-07-01,2023-09-14 10:45:00,M,56,White,Speeding,False,Citation,False,False,2006
